id,planta,periodo_formatado,risco_classificacao,classificacao_original,data_criacao,risco,dt_atualizacao,status_id,status,status_codigo,peso_matematico,mes_ref,is_present
89ABE8-2443,Siqueira das Pedras 2,2023-09,1,2,2025-01-17 13:33:15,Crítico,2025-04-03 20:47:40,ST-02,Concluído,300,10,2026-06-25,True
044558-1154,Gomes de Garcia 3,2023-10,2,1,2026-06-19 08:30:25,Alto,2026-06-14 09:27:06,ST-02,Concluído,400,10,2024-08-15,True
543F5F-3824,Siqueira das Pedras 2,2023-03,3,2,2025-02-14 00:38:48,Crítico,2026-06-19 17:33:40,ST-02,Aberto,300,10,2024-07-19,True
A76FF9-728,Porto do Galho 4,2023-06,1,4,2025-08-21 02:13:37,Crítico,2026-05-16 01:41:14,ST-02,Aberto,300,5,2025-08-20,True
CF4681-69,Nunes 0,2023-12,3,1,2025-12-18 20:09:26,Médio,2026-04-14 14:30:21,ST-01,Cancelado,100,5,2024-07-19,True
0A92BD-3433,Gomes de Garcia 3,2023-08,3,2,2026-04-29 22:06:09,Crítico,2025-06-18 07:04:20,ST-02,Concluído,400,5,2025-05-25,True
A99CBE-2927,Porto do Galho 4,2023-12,3,1,2025-07-17 10:49:42,Alto,2024-11-04 13:58:14,ST-02,Em Andamento,200,5,2024-09-23,True
0398A1-4640,Porto do Galho 4,2023-05,1,3,2025-07-24 04:35:09,Alto,2025-04-03 20:47:40,ST-02,Aberto,300,10,2024-09-15,True
ADA035-913,Siqueira das Pedras 2,2023-03,4,3,2024-08-08 13:33:12,Médio,2024-08-12 14:20:14,ST-02,Concluído,100,10,2024-07-19,True
39EB85-4081,Cardoso Verde 1,2023-06,1,1,2025-06-20 23:27:32,Alto,2025-03-06 20:48:27,ST-01,Concluído,400,10,2026-05-18,True
6BEC1E-3004,Siqueira das Pedras 2,2023-03,3,4,2025-05-08 02:59:18,Crítico,2024-07-23 11:43:18,ST-02,Cancelado,200,5,2025-05-25,True
118E5E-6386,Nunes 0,2023-02,1,4,2025-09-17 11:22:23,Alto,2024-07-23 11:43:18,ST-02,Concluído,100,10,2024-07-19,True
CA548D-1999,Cardoso Verde 1,2023-03,3,4,2025-07-15 00:31:07,Alto,2025-01-20 20:32:14,ST-02,Cancelado,200,5,2024-08-15,True
D49279-1791,Porto do Galho 4,2023-09,4,3,2024-09-02 13:55:00,Baixo,2024-11-24 08:48:46,ST-02,Aberto,200,5,2025-08-20,True
4F0B87-1996,Gomes de Garcia 3,2023-12,3,3,2025-12-08 05:28:15,Baixo,2026-04-02 19:32:03,ST-01,Em Andamento,100,10,2025-08-20,True
08EDE4-5915,Gomes de Garcia 3,2023-01,4,2,2025-11-06 02:06:31,Médio,2025-07-23 23:37:19,ST-01,Em Andamento,200,5,2024-09-04,True
5D9DD1-967,Porto do Galho 4,2023-05,1,1,2026-01-30 23:21:35,Baixo,2025-06-18 07:04:20,ST-01,Em Andamento,200,5,2024-09-04,True
0A3FE5-4618,Gomes de Garcia 3,2024-01,2,1,2025-05-14 22:17:38,Crítico,2025-03-06 20:48:27,ST-02,Concluído,300,5,2025-12-23,True
A732A1-3168,Nunes 0,2023-12,3,4,2026-01-04 18:39:20,Baixo,2026-05-12 08:01:18,ST-01,Em Andamento,100,5,2024-07-19,True
9FA60C-6550,Porto do Galho 4,2023-06,4,2,2025-06-18 00:38:46,Alto,2025-11-22 23:28:44,ST-02,Concluído,100,5,2024-08-15,True
0DE536-1539,Siqueira das Pedras 2,2023-04,3,3,2025-12-29 11:00:52,Médio,2025-10-10 09:10:13,ST-02,Aberto,300,10,2026-05-25,True
795D49-3000,Gomes de Garcia 3,2023-10,3,3,2025-04-27 15:22:44,Alto,2026-04-02 19:32:03,ST-01,Concluído,200,5,2024-08-15,True
14EFF4-1432,Cardoso Verde 1,2023-10,1,1,2026-01-03 10:23:22,Baixo,2024-07-23 11:43:18,ST-01,Concluído,300,10,2024-07-19,True
CFE202-1321,Siqueira das Pedras 2,2023-04,3,2,2024-12-03 00:05:27,Médio,2026-06-19 17:33:40,ST-01,Em Andamento,300,5,2025-05-25,True
367A31-2675,Nunes 0,2023-11,3,4,2025-08-13 07:42:51,Baixo,2024-08-23 02:13:39,ST-01,Em Andamento,300,10,2025-05-25,True
09602F-3529,Siqueira das Pedras 2,2023-11,1,4,2024-11-27 03:36:04,Médio,2025-03-06 20:48:27,ST-01,Cancelado,400,10,2025-08-29,True
02ED59-3959,Cardoso Verde 1,2023-06,1,3,2024-10-27 10:08:11,Baixo,2026-04-02 19:32:03,ST-01,Em Andamento,300,10,2024-09-23,True
3206B1-1123,Nunes 0,2023-09,1,4,2024-09-23 02:10:28,Baixo,2026-06-19 17:33:40,ST-02,Aberto,100,5,2025-12-23,True
8D9F71-5348,Porto do Galho 4,2023-09,1,4,2026-03-17 02:19:11,Crítico,2024-08-23 02:13:39,ST-02,Em Andamento,300,5,2026-06-25,True
D07E2F-268,Nunes 0,2023-03,4,3,2025-03-16 13:39:48,Alto,2025-10-10 09:10:13,ST-01,Em Andamento,100,5,2025-05-25,True
6C8B68-888,Porto do Galho 4,2023-04,3,1,2024-08-13 10:21:14,Crítico,2026-06-14 09:27:06,ST-02,Aberto,200,5,2024-08-15,True
1EAA74-67,Porto do Galho 4,2023-10,4,3,2025-11-11 17:42:35,Médio,2025-08-02 13:15:23,ST-01,Aberto,100,5,2026-06-25,True
C57961-5155,Nunes 0,2023-11,2,3,2024-08-17 03:28:15,Baixo,2024-08-12 14:20:14,ST-02,Concluído,100,10,2024-07-19,True
9A54EF-3111,Nunes 0,2023-12,3,1,2025-02-14 21:08:38,Alto,2024-08-23 02:13:39,ST-02,Cancelado,200,10,2025-08-29,True
9A50B0-460,Cardoso Verde 1,2023-12,3,3,2025-06-12 02:54:39,Crítico,2025-10-08 04:41:09,ST-02,Em Andamento,400,10,2024-11-12,True
CE2060-5454,Gomes de Garcia 3,2023-12,1,2,2024-07-16 14:45:55,Médio,2026-05-16 01:41:14,ST-01,Em Andamento,100,5,2024-09-23,True
AB199C-799,Cardoso Verde 1,2023-07,1,3,2025-02-26 22:22:46,Médio,2026-04-02 19:32:03,ST-02,Concluído,400,10,2026-05-25,True
2CE07A-5897,Siqueira das Pedras 2,2023-12,3,4,2024-11-18 00:57:30,Médio,2025-10-08 04:41:09,ST-02,Em Andamento,100,5,2024-09-15,True
60E3BC-1570,Gomes de Garcia 3,2023-07,1,4,2025-12-03 19:33:51,Crítico,2026-04-02 19:32:03,ST-01,Em Andamento,300,5,2026-06-25,True
1BCB4F-86,Gomes de Garcia 3,2023-08,4,1,2025-02-08 23:14:27,Baixo,2025-11-22 23:28:44,ST-01,Aberto,100,5,2025-08-20,True
CE022E-5942,Cardoso Verde 1,2023-08,1,2,2024-11-08 07:39:50,Médio,2025-08-02 13:15:23,ST-01,Em Andamento,200,5,2024-09-23,True
4CDF30-472,Cardoso Verde 1,2023-11,2,1,2025-12-24 09:22:21,Baixo,2025-10-10 09:10:13,ST-02,Em Andamento,400,5,2025-12-23,True
48543A-1062,Gomes de Garcia 3,2023-10,1,2,2025-04-07 13:36:56,Médio,2025-11-22 23:28:44,ST-02,Aberto,400,5,2025-05-25,True
628520-2779,Nunes 0,2023-05,3,4,2024-07-21 11:24:17,Alto,2026-05-12 08:01:18,ST-02,Aberto,200,5,2026-05-25,True
028D32-1398,Gomes de Garcia 3,2023-11,1,2,2024-08-12 23:30:47,Médio,2026-04-02 19:32:03,ST-02,Aberto,200,10,2024-09-23,True
48E36F-4694,Gomes de Garcia 3,2023-11,3,1,2025-08-22 20:31:44,Médio,2026-05-12 08:01:18,ST-01,Em Andamento,100,5,2024-07-19,True
55B206-6341,Cardoso Verde 1,2024-01,2,3,2025-05-15 07:11:45,Médio,2026-06-14 09:27:06,ST-01,Concluído,400,5,2024-09-15,True
494EAB-3526,Gomes de Garcia 3,2023-04,1,3,2025-04-14 15:01:55,Baixo,2024-08-23 02:13:39,ST-02,Concluído,200,5,2024-09-04,True
3CAFE7-1143,Porto do Galho 4,2023-09,4,3,2026-05-16 09:10:41,Médio,2026-04-24 03:21:18,ST-01,Concluído,200,5,2024-07-19,True
2E733B-1060,Siqueira das Pedras 2,2023-05,4,2,2025-12-02 08:51:26,Baixo,2025-10-10 09:10:13,ST-01,Cancelado,200,5,2026-06-25,True
A0DC16-4335,Porto do Galho 4,2023-07,4,4,2025-02-09 11:42:42,Baixo,2025-08-02 13:15:23,ST-01,Cancelado,300,5,2025-05-25,True
628DA7-1541,Gomes de Garcia 3,2023-11,4,4,2025-07-17 06:13:18,Médio,2024-08-12 14:20:14,ST-01,Em Andamento,200,5,2025-08-29,True
0CC711-3414,Gomes de Garcia 3,2023-06,3,2,2024-07-24 19:32:01,Baixo,2024-07-23 11:43:18,ST-01,Concluído,200,5,2024-09-15,True
A7F01E-1373,Gomes de Garcia 3,2023-11,1,4,2025-03-15 19:58:01,Alto,2024-08-23 02:13:39,ST-02,Aberto,400,5,2024-09-04,True
A89BB0-2203,Gomes de Garcia 3,2023-03,4,4,2024-07-29 12:26:44,Médio,2026-04-14 14:30:21,ST-01,Em Andamento,300,5,2026-05-18,True
934C4F-1043,Nunes 0,2023-06,2,2,2025-06-02 22:19:21,Baixo,2026-06-14 09:27:06,ST-01,Aberto,100,5,2024-08-15,True
B70779-5125,Porto do Galho 4,2023-08,4,1,2024-12-08 07:47:28,Médio,2025-10-10 09:10:13,ST-02,Concluído,200,10,2024-09-23,True
27DE50-1671,Gomes de Garcia 3,2023-08,2,4,2024-12-14 13:36:28,Crítico,2025-10-08 04:41:09,ST-02,Em Andamento,100,5,2024-09-04,True
E2D23A-4002,Porto do Galho 4,2023-08,1,1,2025-05-08 01:01:11,Crítico,2024-08-23 02:13:39,ST-02,Concluído,300,5,2025-05-25,True
F9AC54-4795,Nunes 0,2023-10,3,4,2024-08-25 04:37:23,Baixo,2026-04-14 14:30:21,ST-01,Em Andamento,100,5,2024-09-23,True
12C1DE-3007,Porto do Galho 4,2023-07,2,3,2024-11-14 20:19:25,Alto,2025-01-20 20:32:14,ST-02,Concluído,200,10,2024-11-12,True
240A22-1221,Cardoso Verde 1,2023-06,1,3,2026-01-01 09:33:49,Alto,2025-07-23 23:37:19,ST-02,Em Andamento,300,10,2024-11-12,True
F0A9B4-865,Cardoso Verde 1,2023-09,3,3,2025-08-24 11:54:50,Baixo,2026-04-02 19:32:03,ST-02,Cancelado,100,10,2024-09-23,True
5D87FD-4919,Nunes 0,2023-11,4,3,2026-06-10 05:59:31,Crítico,2026-06-19 17:33:40,ST-01,Aberto,200,5,2024-09-23,True
20119D-94,Nunes 0,2023-09,4,3,2025-05-03 03:16:45,Crítico,2024-08-02 04:55:02,ST-01,Concluído,200,5,2024-09-23,True
D590CC-5910,Cardoso Verde 1,2023-06,1,4,2025-01-03 23:26:34,Médio,2025-10-08 04:41:09,ST-02,Concluído,100,5,2024-07-19,True
982695-5602,Nunes 0,2023-11,1,3,2024-08-02 03:50:01,Crítico,2025-01-20 20:32:14,ST-02,Em Andamento,100,10,2024-08-15,True
F8E16C-3679,Gomes de Garcia 3,2023-01,3,2,2025-07-09 17:12:08,Médio,2026-06-14 09:27:06,ST-01,Aberto,400,10,2024-08-15,True
260B01-2444,Nunes 0,2023-09,4,3,2025-04-11 13:07:29,Baixo,2025-03-06 20:48:27,ST-01,Aberto,200,10,2026-05-25,True
540918-1260,Gomes de Garcia 3,2023-07,2,3,2025-04-23 23:35:51,Médio,2024-08-12 14:20:14,ST-01,Aberto,300,5,2025-05-25,True
442485-1814,Porto do Galho 4,2023-07,4,4,2025-06-16 10:13:17,Crítico,2025-07-23 23:37:19,ST-01,Concluído,400,5,2025-08-20,True
BCBC74-5428,Siqueira das Pedras 2,2023-08,3,1,2024-12-02 13:45:33,Crítico,2024-11-24 08:48:46,ST-01,Em Andamento,300,10,2024-09-04,True
9772FF-2104,Gomes de Garcia 3,2023-02,4,4,2025-06-07 16:33:39,Baixo,2025-10-08 04:41:09,ST-02,Cancelado,300,5,2025-08-29,True
DD6F33-2829,Gomes de Garcia 3,2023-11,3,2,2024-10-26 16:57:46,Médio,2024-11-04 13:58:14,ST-01,Em Andamento,100,10,2026-05-18,True
3DF50D-262,Gomes de Garcia 3,2023-06,2,3,2024-07-15 22:36:53,Alto,2025-04-03 20:47:40,ST-02,Cancelado,200,5,2025-08-20,True
929D13-464,Porto do Galho 4,2023-11,2,2,2026-05-05 08:40:50,Alto,2026-04-24 03:21:18,ST-02,Aberto,300,5,2024-08-15,True
A31763-1436,Nunes 0,2023-06,3,4,2025-09-11 18:55:46,Crítico,2024-08-12 14:20:14,ST-01,Em Andamento,400,5,2025-08-29,True
470174-4137,Nunes 0,2023-06,1,1,2024-09-12 03:10:46,Alto,2026-05-12 08:01:18,ST-01,Em Andamento,100,10,2025-08-20,True
F666F9-6200,Gomes de Garcia 3,2024-01,4,1,2025-05-04 18:22:28,Médio,2024-08-02 04:55:02,ST-02,Aberto,400,5,2024-09-23,True
31D52A-1737,Cardoso Verde 1,2024-01,2,1,2026-01-14 04:44:00,Alto,2026-05-12 08:01:18,ST-01,Concluído,400,10,2025-08-29,True
DE94F0-4779,Nunes 0,2023-09,2,2,2025-04-20 09:15:23,Baixo,2025-10-08 04:41:09,ST-02,Em Andamento,400,5,2024-09-15,True
13B15B-4141,Porto do Galho 4,2023-01,3,2,2024-08-31 00:33:58,Alto,2024-08-02 04:55:02,ST-01,Concluído,200,5,2025-05-25,True
EF2CFC-2397,Nunes 0,2023-03,2,3,2025-06-25 09:25:07,Baixo,2025-10-10 09:10:13,ST-02,Em Andamento,200,5,2024-09-23,True
BC0303-4469,Gomes de Garcia 3,2023-10,3,1,2024-12-20 17:00:05,Alto,2025-06-18 07:04:20,ST-01,Concluído,100,10,2026-06-25,True
515609-1977,Porto do Galho 4,2023-11,3,4,2026-01-10 15:30:35,Alto,2026-04-02 19:32:03,ST-02,Aberto,300,10,2024-09-15,True
69A76D-2264,Nunes 0,2023-07,1,3,2025-03-07 15:04:42,Alto,2025-08-02 13:15:23,ST-01,Em Andamento,100,10,2024-09-04,True
D5E000-4224,Cardoso Verde 1,2023-01,2,1,2025-08-26 16:47:06,Crítico,2025-10-08 04:41:09,ST-02,Cancelado,400,10,2026-05-18,True
A4627D-3836,Porto do Galho 4,2023-12,2,2,2025-10-02 09:46:26,Alto,2025-10-08 04:41:09,ST-01,Cancelado,400,10,2024-09-15,True
80B35B-5440,Porto do Galho 4,2023-04,1,3,2024-10-22 05:17:08,Baixo,2025-06-18 07:04:20,ST-01,Em Andamento,200,10,2024-08-15,True
2D56D1-5264,Cardoso Verde 1,2023-01,3,1,2025-09-11 10:22:33,Crítico,2024-08-02 04:55:02,ST-02,Concluído,200,10,2025-08-20,True
2678B5-5923,Porto do Galho 4,2023-10,3,2,2025-12-01 17:01:40,Alto,2025-10-10 09:10:13,ST-01,Concluído,400,5,2025-08-29,True
B8EAB2-5396,Porto do Galho 4,2023-07,2,4,2025-07-22 09:59:33,Crítico,2025-10-08 04:41:09,ST-01,Aberto,100,5,2024-09-04,True
C8BCD1-5513,Gomes de Garcia 3,2023-02,2,1,2024-07-16 15:08:16,Crítico,2025-10-10 09:10:13,ST-01,Cancelado,200,5,2025-12-23,True
1C35A5-3452,Cardoso Verde 1,2023-04,2,3,2025-11-26 07:22:32,Crítico,2025-10-10 09:10:13,ST-01,Em Andamento,200,10,2024-09-15,True
A7F03D-1188,Nunes 0,2023-07,3,4,2025-11-09 14:51:17,Baixo,2026-05-12 08:01:18,ST-02,Concluído,100,5,2026-06-25,True
591409-2092,Nunes 0,2023-09,3,3,2024-11-01 18:43:37,Crítico,2024-08-12 14:20:14,ST-02,Aberto,400,5,2024-09-23,True
8476B8-118,Cardoso Verde 1,2023-12,3,3,2025-06-04 16:13:48,Alto,2025-07-23 23:37:19,ST-02,Aberto,400,5,2025-08-20,True
E5948C-2703,Porto do Galho 4,2023-04,4,1,2026-05-24 23:48:22,Crítico,2025-06-18 07:04:20,ST-02,Cancelado,400,10,2025-08-20,True
233845-5501,Siqueira das Pedras 2,2023-05,1,4,2025-11-10 17:01:59,Baixo,2025-06-18 07:04:20,ST-01,Aberto,300,5,2024-09-04,True
35E140-6019,Gomes de Garcia 3,2023-01,1,1,2025-04-27 13:04:06,Crítico,2026-04-14 14:30:21,ST-02,Concluído,100,10,2024-07-19,True
D3491B-4001,Nunes 0,2023-09,3,1,2025-04-22 00:02:49,Baixo,2026-04-02 19:32:03,ST-02,Aberto,300,10,2026-06-25,True
D659CE-1467,Gomes de Garcia 3,2023-05,3,1,2024-07-24 02:21:43,Alto,2026-04-24 03:21:18,ST-02,Concluído,200,5,2024-07-19,True
4A0FEB-3965,Siqueira das Pedras 2,2023-10,1,1,2024-08-23 02:09:47,Médio,2024-11-04 13:58:14,ST-02,Aberto,100,5,2025-05-25,True
7E456D-3115,Gomes de Garcia 3,2024-01,2,2,2025-02-23 02:20:42,Crítico,2025-10-10 09:10:13,ST-02,Concluído,400,5,2024-09-23,True
DF177D-2278,Nunes 0,2023-01,2,4,2025-06-25 19:17:48,Médio,2024-07-23 11:43:18,ST-02,Concluído,100,10,2024-09-04,True
6F631E-971,Siqueira das Pedras 2,2023-10,2,3,2024-11-04 14:52:25,Médio,2026-04-24 03:21:18,ST-02,Aberto,300,10,2025-08-20,True
9130CA-2855,Cardoso Verde 1,2023-12,1,2,2024-11-16 10:51:41,Alto,2025-10-10 09:10:13,ST-02,Aberto,200,10,2026-06-25,True
0E33FE-4475,Siqueira das Pedras 2,2023-01,3,4,2025-01-04 19:02:57,Baixo,2025-06-18 07:04:20,ST-02,Cancelado,400,10,2024-09-23,True
0A81F6-541,Nunes 0,2024-01,3,1,2024-10-16 03:01:56,Baixo,2025-08-02 13:15:23,ST-02,Aberto,300,10,2024-09-04,True
627CA7-4460,Cardoso Verde 1,2023-09,2,4,2025-10-01 08:09:03,Médio,2025-07-23 23:37:19,ST-01,Cancelado,300,10,2024-09-15,True
9E1D14-5442,Gomes de Garcia 3,2023-07,1,4,2025-11-26 21:09:34,Médio,2025-10-08 04:41:09,ST-02,Cancelado,100,5,2025-08-20,True
19A6EC-4863,Porto do Galho 4,2023-09,1,4,2026-02-10 01:17:37,Baixo,2024-07-23 11:43:18,ST-01,Aberto,300,5,2025-05-25,True
9A23E2-4440,Gomes de Garcia 3,2023-02,3,4,2025-04-12 10:16:42,Médio,2025-04-03 20:47:40,ST-01,Concluído,200,10,2024-07-19,True
193F57-2605,Gomes de Garcia 3,2023-08,2,4,2025-07-16 06:08:54,Alto,2025-08-02 13:15:23,ST-01,Cancelado,200,5,2024-09-23,True
44A3DE-3695,Gomes de Garcia 3,2023-10,3,3,2025-08-25 06:04:29,Alto,2024-11-04 13:58:14,ST-02,Em Andamento,200,10,2025-05-25,True
058EAD-3444,Siqueira das Pedras 2,2023-07,2,1,2025-10-11 02:40:37,Crítico,2024-08-02 04:55:02,ST-01,Cancelado,100,5,2024-08-15,True
62E972-4981,Siqueira das Pedras 2,2023-06,3,4,2024-06-30 02:27:35,Médio,2026-05-16 01:41:14,ST-01,Em Andamento,100,10,2026-05-18,True
6E2D73-5950,Cardoso Verde 1,2024-01,4,1,2024-12-17 22:11:50,Médio,2025-04-03 20:47:40,ST-01,Em Andamento,200,5,2026-06-25,True
31DAB1-2478,Siqueira das Pedras 2,2023-01,1,1,2026-04-06 21:47:59,Alto,2025-11-22 23:28:44,ST-02,Cancelado,200,10,2025-12-23,True
597398-3828,Cardoso Verde 1,2023-01,3,2,2026-01-08 00:04:50,Baixo,2025-10-08 04:41:09,ST-02,Aberto,100,5,2024-08-15,True
F9E541-1158,Nunes 0,2023-08,1,4,2025-01-31 23:01:20,Médio,2025-10-10 09:10:13,ST-02,Concluído,400,5,2024-07-19,True
F159EA-1934,Siqueira das Pedras 2,2023-12,3,3,2026-01-02 01:07:38,Alto,2025-11-22 23:28:44,ST-01,Aberto,300,5,2025-08-29,True
8B4AE3-4717,Cardoso Verde 1,2024-01,4,1,2026-01-15 16:13:09,Baixo,2024-08-02 04:55:02,ST-01,Concluído,300,10,2024-09-23,True
AE3E02-4069,Porto do Galho 4,2023-10,4,4,2026-04-05 05:25:13,Crítico,2024-08-02 04:55:02,ST-02,Em Andamento,100,10,2026-05-25,True
BE12EF-5900,Gomes de Garcia 3,2023-06,4,2,2026-03-08 01:27:32,Crítico,2024-11-04 13:58:14,ST-01,Cancelado,400,5,2026-06-25,True
C688B3-6172,Nunes 0,2023-01,3,2,2026-01-30 02:05:50,Crítico,2024-07-23 11:43:18,ST-02,Em Andamento,100,10,2026-05-25,True
4F8BF0-5596,Nunes 0,2023-02,2,1,2024-07-05 00:25:27,Alto,2025-11-22 23:28:44,ST-01,Aberto,300,5,2024-09-04,True
6114D4-2786,Porto do Galho 4,2023-05,4,2,2026-05-12 17:16:19,Crítico,2026-04-02 19:32:03,ST-01,Aberto,200,5,2024-08-15,True
C18630-4528,Siqueira das Pedras 2,2023-08,4,3,2025-10-12 15:51:02,Alto,2024-08-23 02:13:39,ST-01,Cancelado,300,5,2025-08-20,True
CCB08A-1898,Nunes 0,2023-09,2,1,2025-10-22 21:25:40,Médio,2024-08-02 04:55:02,ST-01,Cancelado,200,10,2026-05-25,True
F22CFD-1397,Cardoso Verde 1,2023-10,2,2,2024-10-15 11:17:02,Médio,2025-11-22 23:28:44,ST-01,Concluído,400,5,2025-05-25,True
9FE0C0-6193,Porto do Galho 4,2023-01,3,4,2025-04-12 19:26:33,Baixo,2024-11-04 13:58:14,ST-02,Concluído,400,5,2024-11-12,True
D23817-2942,Gomes de Garcia 3,2023-02,3,3,2025-01-12 16:33:40,Médio,2025-07-23 23:37:19,ST-02,Em Andamento,400,5,2025-08-20,True
8E6B26-3873,Cardoso Verde 1,2023-08,2,1,2026-06-21 23:40:52,Crítico,2026-06-14 09:27:06,ST-02,Em Andamento,200,10,2026-05-18,True
A446DE-4811,Cardoso Verde 1,2023-08,1,4,2025-08-10 00:36:32,Baixo,2026-06-14 09:27:06,ST-01,Concluído,400,5,2024-08-15,True
F75D42-4994,Nunes 0,2023-01,4,2,2024-12-14 09:25:11,Crítico,2024-08-02 04:55:02,ST-01,Concluído,300,5,2024-09-04,True
45CBE6-4684,Cardoso Verde 1,2023-01,3,2,2024-07-27 17:55:10,Alto,2026-06-14 09:27:06,ST-02,Cancelado,200,10,2024-09-15,True
FD44B3-3375,Porto do Galho 4,2023-01,2,2,2025-05-23 12:21:37,Crítico,2025-01-20 20:32:14,ST-01,Cancelado,200,5,2025-12-23,True
BEDC96-6416,Siqueira das Pedras 2,2023-01,1,4,2025-03-31 14:12:13,Baixo,2025-10-10 09:10:13,ST-02,Cancelado,100,10,2024-11-12,True
B1DF96-3608,Gomes de Garcia 3,2023-10,4,3,2025-11-15 22:54:34,Crítico,2026-04-14 14:30:21,ST-01,Concluído,100,5,2024-09-15,True
5EAB76-2336,Siqueira das Pedras 2,2023-03,4,1,2025-08-19 10:58:19,Alto,2025-03-06 20:48:27,ST-02,Aberto,300,10,2024-07-19,True
06183F-2045,Cardoso Verde 1,2023-03,2,1,2024-11-03 21:42:11,Alto,2026-06-19 17:33:40,ST-02,Aberto,100,10,2024-08-15,True
A5852A-1723,Porto do Galho 4,2023-09,4,2,2025-02-11 15:19:55,Alto,2026-05-16 01:41:14,ST-02,Em Andamento,200,5,2024-08-15,True
AC91F1-2643,Porto do Galho 4,2023-10,2,2,2026-04-28 03:58:27,Médio,2024-11-04 13:58:14,ST-02,Cancelado,100,5,2024-08-15,True
0DD9F9-5409,Nunes 0,2023-10,4,3,2025-03-06 00:54:54,Alto,2024-07-23 11:43:18,ST-01,Concluído,400,5,2024-07-19,True
C3B95D-4527,Siqueira das Pedras 2,2023-11,2,4,2024-08-17 10:27:35,Alto,2025-08-02 13:15:23,ST-01,Em Andamento,200,5,2025-08-29,True
E365B9-3096,Gomes de Garcia 3,2023-10,4,2,2026-03-20 19:40:23,Baixo,2025-07-23 23:37:19,ST-02,Concluído,300,5,2025-12-23,True
1EF839-3890,Porto do Galho 4,2023-12,1,1,2024-10-11 11:43:31,Médio,2026-05-16 01:41:14,ST-01,Em Andamento,300,10,2025-08-29,True
8F7871-2026,Nunes 0,2023-09,1,3,2025-11-27 00:04:59,Baixo,2026-06-19 17:33:40,ST-01,Em Andamento,100,5,2024-07-19,True
0C29EF-5833,Porto do Galho 4,2024-01,3,4,2025-10-14 12:04:01,Alto,2026-06-19 17:33:40,ST-02,Aberto,100,10,2024-08-15,True
716966-4739,Nunes 0,2023-01,1,2,2025-04-29 09:04:36,Alto,2025-03-06 20:48:27,ST-01,Em Andamento,300,10,2025-12-23,True
611842-864,Nunes 0,2023-12,3,4,2025-05-26 13:50:12,Médio,2025-04-03 20:47:40,ST-02,Em Andamento,100,10,2026-05-25,True
51C346-529,Nunes 0,2023-02,4,4,2024-08-31 09:48:32,Baixo,2026-04-02 19:32:03,ST-01,Em Andamento,300,10,2024-09-15,True
F5CD3A-584,Siqueira das Pedras 2,2023-05,2,2,2026-03-24 10:09:34,Baixo,2025-04-03 20:47:40,ST-01,Aberto,400,10,2025-08-20,True
4D5B43-1744,Gomes de Garcia 3,2023-06,1,4,2026-02-16 15:04:42,Alto,2025-04-03 20:47:40,ST-02,Em Andamento,400,10,2025-08-20,True
039D88-290,Porto do Galho 4,2023-08,4,4,2024-10-18 15:16:41,Médio,2024-11-04 13:58:14,ST-02,Concluído,400,10,2024-09-15,True
68FDB5-2189,Nunes 0,2023-12,4,2,2026-04-13 22:45:50,Crítico,2026-05-16 01:41:14,ST-01,Cancelado,100,5,2024-09-15,True
CCFFB1-4499,Porto do Galho 4,2023-11,2,3,2025-03-27 17:34:17,Alto,2025-07-23 23:37:19,ST-02,Em Andamento,400,10,2025-12-23,True
629ADA-2934,Siqueira das Pedras 2,2024-01,1,2,2024-11-17 08:59:44,Baixo,2024-11-24 08:48:46,ST-01,Concluído,300,10,2026-05-18,True
6F7409-5181,Porto do Galho 4,2024-01,4,3,2024-12-05 15:15:55,Crítico,2024-08-12 14:20:14,ST-02,Concluído,400,5,2026-05-18,True
0CF8C8-2699,Nunes 0,2023-05,2,2,2025-03-10 04:35:45,Médio,2024-11-24 08:48:46,ST-01,Concluído,300,5,2024-09-15,True
31D23A-5377,Cardoso Verde 1,2023-10,4,4,2025-06-26 15:45:44,Baixo,2025-03-06 20:48:27,ST-01,Em Andamento,200,10,2024-09-15,True
245815-2283,Cardoso Verde 1,2023-04,4,1,2025-12-10 21:39:36,Crítico,2024-08-02 04:55:02,ST-01,Aberto,300,10,2025-05-25,True
C71FC4-4997,Siqueira das Pedras 2,2023-12,4,1,2025-01-12 02:33:54,Crítico,2025-08-02 13:15:23,ST-02,Aberto,200,10,2024-07-19,True
C688DE-4233,Siqueira das Pedras 2,2023-01,4,3,2026-06-22 21:29:32,Médio,2026-06-14 09:27:06,ST-01,Cancelado,200,5,2024-09-23,True
1D4A4B-3431,Siqueira das Pedras 2,2023-07,4,4,2024-10-18 09:14:12,Baixo,2025-08-02 13:15:23,ST-01,Concluído,200,10,2024-07-19,True
EDFD6E-2595,Cardoso Verde 1,2023-10,1,1,2026-06-23 13:40:40,Baixo,2024-11-04 13:58:14,ST-02,Cancelado,400,5,2024-08-15,True
B07545-2978,Cardoso Verde 1,2024-01,1,3,2026-01-15 08:47:13,Médio,2024-11-24 08:48:46,ST-02,Aberto,100,10,2026-05-25,True
5FC7D0-3812,Porto do Galho 4,2024-01,3,4,2025-04-18 02:14:52,Baixo,2025-07-23 23:37:19,ST-01,Cancelado,400,10,2026-05-25,True
4F3A26-6392,Siqueira das Pedras 2,2023-12,1,2,2024-11-28 00:41:00,Baixo,2024-08-02 04:55:02,ST-01,Concluído,200,5,2025-12-23,True
